register_date,total_transaction,user_id,total_amount
16/07/22 09.49,1,14104,53000
17/07/22 10.46,2,14105,75000
17/07/22 08.10,1,14106,80000
15/07/22 21.20,1,14107,78000
16/07/22 17.10,1,14108,69000
17/07/22 19.02,1,14109,48000
17/07/22 15.04,1,14110,38000
18/07/22 00.00,1,14111,40000
16/07/22 11.53,1,14112,76000
18/07/22 11.33,1,14113,67000
18/07/22 05.09,1,14114,110000
18/07/22 08.13,1,14115,80000
18/07/22 17.37,2,14116,134000
16/07/22 05.59,1,14117,79000
16/07/22 22.08,1,14118,54000
16/07/22 23.46,1,14119,56000
17/07/22 13.55,1,14120,80000
17/07/22 07.09,1,14121,43000
16/07/22 05.57,2,14122,160000
17/07/22 14.20,1,14123,86000
18/07/22 15.55,5,14124,2178000
18/07/22 00.28,3,14125,475000
17/07/22 11.32,3,14126,422000
18/07/22 04.42,1,14127,52000
18/07/22 16.24,2,14128,135000
18/07/22 17.04,2,14129,245000
17/07/22 20.23,1,14130,70000
17/07/22 05.49,1,14131,43000
18/07/22 05.54,1,14132,125000
17/07/22 09.12,1,14133,30000
18/07/22 20.16,1,14134,54000
19/07/22 05.47,1,14135,62000
18/07/22 01.12,1,14136,34000
19/07/22 04.33,1,14137,52000
18/07/22 02.41,2,14138,166000
17/07/22 21.45,1,14139,71000
18/07/22 22.20,1,14140,72000
18/07/22 10.33,3,14141,558000
19/07/22 11.11,5,14142,2368000
19/07/22 00.56,1,14143,21000
17/07/22 01.03,1,14144,115000
19/07/22 02.35,1,14145,43000
18/07/22 00.08,1,14146,113000
18/07/22 12.12,1,14147,50000
18/07/22 21.50,1,14148,42000
17/07/22 16.15,1,14149,34000
19/07/22 11.45,1,14150,77000
18/07/22 23.56,1,14151,16000
18/07/22 08.21,2,14152,89000
18/07/22 03.33,1,14153,80000
19/07/22 09.05,1,14154,61000
19/07/22 03.51,2,14155,167000
18/07/22 00.28,2,14156,102000
17/07/22 12.53,2,14157,109000
19/07/22 04.47,4,14158,1466000
19/07/22 04.07,1,14159,70000
19/07/22 12.36,1,14160,120000
18/07/22 09.58,1,14161,40000
19/07/22 11.54,2,14162,197000
19/07/22 11.47,4,14163,2122000
18/07/22 23.15,1,14164,83000
18/07/22 22.15,2,14165,211000
19/07/22 16.34,1,14166,104000
19/07/22 01.45,1,14167,8000
18/07/22 20.17,1,14168,125000
19/07/22 00.47,1,14169,70000
17/07/22 13.19,2,14170,162000
18/07/22 14.13,4,14171,1060000
17/07/22 22.52,1,14172,77000
18/07/22 12.16,1,14173,63000
18/07/22 14.20,1,14174,50000
18/07/22 01.35,1,14175,20000
18/07/22 13.49,2,14176,107000
19/07/22 11.24,1,14177,107000
18/07/22 02.54,1,14178,16000
17/07/22 07.42,1,14179,102000
19/07/22 01.07,1,14180,59000
19/07/22 17.02,1,14181,105000
19/07/22 06.49,2,14182,198000
19/07/22 10.38,1,14183,27000
17/07/22 01.00,1,14184,60000
16/07/22 22.08,2,14185,129000
18/07/22 00.17,1,14186,114000
19/07/22 20.56,1,14187,73000
19/07/22 06.20,1,14188,77000
17/07/22 19.01,2,14189,189000
18/07/22 18.24,1,14190,20000
19/07/22 18.05,1,14191,80000
19/07/22 00.53,2,14192,180000
17/07/22 17.21,1,14193,30000
19/07/22 21.17,2,14194,76000
18/07/22 06.19,1,14195,30000
18/07/22 21.41,1,14196,155000
19/07/22 07.01,2,14197,81000
20/07/22 02.28,1,14198,21000
20/07/22 06.46,3,14199,664000
17/07/22 10.17,1,14200,108000
19/07/22 12.41,1,14201,33000
19/07/22 08.36,2,14202,95000
18/07/22 19.52,2,14203,243000
17/07/22 09.35,1,14204,55000
19/07/22 04.05,1,14205,10000
19/07/22 03.52,1,14206,40000
19/07/22 21.48,2,14207,112000
20/07/22 03.01,1,14208,65000
19/07/22 23.34,1,14209,183000
19/07/22 23.24,2,14210,133000
18/07/22 01.26,1,14211,90000
19/07/22 13.38,2,14212,165000
18/07/22 09.40,2,14213,103000
20/07/22 07.44,1,14214,75000
19/07/22 12.45,1,14215,94000
19/07/22 20.12,1,14216,50000
20/07/22 08.50,1,14217,110000
19/07/22 09.56,1,14218,75000
18/07/22 05.47,3,14219,585000
20/07/22 07.59,2,14220,198000
19/07/22 17.10,3,14221,427000
20/07/22 04.06,4,14222,1470000
20/07/22 07.25,2,14223,108000
20/07/22 11.31,1,14224,100000
19/07/22 21.12,3,14225,499000
17/07/22 18.31,1,14226,59000
20/07/22 01.02,1,14227,90000
18/07/22 06.00,1,14228,49000
20/07/22 10.25,1,14229,137000
19/07/22 23.37,1,14230,20000
20/07/22 13.07,1,14231,55000
19/07/22 20.56,1,14232,64000
20/07/22 07.33,1,14233,97000
20/07/22 17.49,2,14234,92000
19/07/22 07.08,2,14235,74000
18/07/22 10.22,1,14236,137000
18/07/22 19.49,2,14237,107000
19/07/22 12.29,1,14238,34000
20/07/22 10.17,2,14239,120000
18/07/22 05.21,3,14240,688000
20/07/22 08.57,1,14241,141000
20/07/22 05.33,1,14242,58000
20/07/22 19.20,1,14243,64000
18/07/22 01.14,4,14244,1830000
20/07/22 19.47,1,14245,83000
20/07/22 01.48,2,14246,116000
20/07/22 21.01,1,14247,28000
17/07/22 22.50,2,14248,124000
20/07/22 17.46,1,14249,72000
19/07/22 03.43,1,14250,46000
19/07/22 05.47,1,14251,110000
18/07/22 18.33,1,14252,43000
18/07/22 23.28,1,14253,103000
19/07/22 17.00,2,14254,134000
18/07/22 01.05,1,14255,54000
20/07/22 13.36,1,14256,65000
19/07/22 14.24,2,14257,165000
19/07/22 10.43,2,14258,185000
20/07/22 21.54,2,14259,201000
20/07/22 00.08,1,14260,113000
20/07/22 18.55,1,14261,128000
19/07/22 06.28,4,14262,1368000
19/07/22 08.14,1,14263,211000
19/07/22 19.30,1,14264,38000
20/07/22 18.00,1,14265,118000
18/07/22 08.18,1,14266,86000
20/07/22 11.50,1,14267,80000
20/07/22 08.00,1,14268,80000
20/07/22 12.57,1,14269,54000
21/07/22 00.05,2,14270,188000
21/07/22 09.12,1,14271,75000
21/07/22 10.28,1,14272,40000
20/07/22 10.02,1,14273,33000
21/07/22 10.15,1,14274,70000
18/07/22 17.34,1,14275,49000
20/07/22 03.58,1,14276,55000
20/07/22 11.45,2,14277,82000
21/07/22 12.19,1,14278,73000
20/07/22 02.36,1,14279,49000
21/07/22 03.00,2,14280,173000
19/07/22 04.04,2,14281,175000
20/07/22 16.08,2,14282,205000
21/07/22 14.16,1,14283,105000
20/07/22 21.01,1,14284,51000
19/07/22 21.00,1,14285,24000
19/07/22 09.08,1,14286,91000
19/07/22 19.48,2,14287,155000
19/07/22 20.39,1,14288,50000
20/07/22 03.15,2,14289,260000
21/07/22 14.45,4,14290,1412000
21/07/22 00.46,1,14291,110000
18/07/22 17.01,1,14292,151000
20/07/22 23.50,1,14293,80000
21/07/22 11.19,2,14294,131000
19/07/22 11.51,4,14295,1474000
19/07/22 09.35,1,14296,105000
21/07/22 16.40,1,14297,81000
19/07/22 13.57,1,14298,64000
19/07/22 05.34,2,14299,158000
19/07/22 12.44,1,14300,50000
21/07/22 16.40,1,14301,44000
19/07/22 20.17,1,14302,8000
21/07/22 12.24,1,14303,137000
21/07/22 08.45,1,14304,90000
20/07/22 21.21,1,14305,90000
19/07/22 00.25,1,14306,71000
21/07/22 02.41,1,14307,40000
21/07/22 10.28,1,14308,64000
21/07/22 06.32,1,14309,78000
19/07/22 05.43,4,14310,1761000
20/07/22 19.26,1,14311,95000
19/07/22 06.38,1,14312,60000
19/07/22 17.01,2,14313,149000
20/07/22 18.05,1,14314,128000
21/07/22 09.47,1,14315,81000
20/07/22 12.44,1,14316,8000
21/07/22 19.31,1,14317,123000
21/07/22 05.34,1,14318,50000
20/07/22 20.41,1,14319,43000
21/07/22 18.08,3,14320,533000
20/07/22 07.07,2,14321,120000
19/07/22 08.50,1,14322,133000
21/07/22 08.38,2,14323,196000
20/07/22 16.28,1,14324,90000
22/07/22 03.43,2,14325,186000
19/07/22 19.32,1,14326,100000
22/07/22 01.48,2,14327,160000
21/07/22 18.02,2,14328,93000
20/07/22 07.34,1,14329,35000
22/07/22 02.05,1,14330,110000
22/07/22 03.43,1,14331,92000
21/07/22 09.21,1,14332,55000
22/07/22 05.40,1,14333,16000
20/07/22 23.09,2,14334,172000
20/07/22 03.25,2,14335,199000
21/07/22 09.14,1,14336,90000
19/07/22 21.09,2,14337,238000
20/07/22 20.42,1,14338,85000
21/07/22 05.43,1,14339,75000
22/07/22 02.54,1,14340,56000
20/07/22 13.19,1,14341,20000
20/07/22 22.37,1,14342,34000
21/07/22 02.41,2,14343,160000
20/07/22 09.34,1,14344,106000
21/07/22 12.11,2,14345,163000
21/07/22 01.02,1,14346,64000
20/07/22 07.59,2,14347,63000
20/07/22 17.00,1,14348,78000
21/07/22 12.07,1,14349,10000
21/07/22 17.32,1,14350,30000
21/07/22 12.15,1,14351,36000
22/07/22 02.55,1,14352,73000
21/07/22 00.14,2,14353,196000
21/07/22 18.24,1,14354,40000
21/07/22 11.22,1,14355,125000
21/07/22 20.14,2,14356,182000
22/07/22 16.48,1,14357,125000
21/07/22 12.21,1,14358,38000
20/07/22 08.47,1,14359,150000
21/07/22 23.31,2,14360,192000
20/07/22 11.14,2,14361,244000
21/07/22 00.17,1,14362,104000
20/07/22 06.03,1,14363,97000
22/07/22 13.22,1,14364,75000
22/07/22 04.53,3,14365,947000
22/07/22 20.22,4,14366,1912000
22/07/22 05.15,1,14367,76000
22/07/22 17.20,2,14368,99000
20/07/22 06.13,2,14369,143000
22/07/22 09.22,1,14370,100000
22/07/22 02.15,1,14371,166000
21/07/22 07.58,1,14372,95000
20/07/22 18.55,2,14373,206000
21/07/22 07.27,2,14374,186000
22/07/22 14.36,1,14375,59000
22/07/22 14.52,1,14376,60000
23/07/22 01.29,1,14377,78000
22/07/22 00.16,1,14378,100000
21/07/22 05.11,1,14379,53000
21/07/22 19.16,1,14380,83000
21/07/22 10.26,1,14381,60000
21/07/22 19.46,1,14382,81000
21/07/22 20.23,1,14383,52000
22/07/22 22.26,1,14384,73000
22/07/22 16.13,2,14385,187000
23/07/22 04.05,1,14386,58000
20/07/22 07.17,2,14387,235000
22/07/22 10.43,1,14388,166000
22/07/22 01.22,2,14389,180000
22/07/22 19.47,1,14390,20000
23/07/22 07.20,1,14391,105000
22/07/22 14.35,3,14392,539000
23/07/22 07.24,1,14393,62000
22/07/22 02.24,1,14394,105000
22/07/22 06.04,1,14395,65000
20/07/22 18.06,3,14396,580000
23/07/22 07.56,1,14397,76000
23/07/22 06.25,3,14398,448000
21/07/22 05.14,2,14399,92000
22/07/22 15.02,1,14400,60000
21/07/22 04.36,1,14401,115000
23/07/22 00.21,2,14402,310000
21/07/22 20.12,2,14403,251000
23/07/22 00.26,1,14404,83000
22/07/22 07.48,1,14405,120000
22/07/22 02.33,1,14406,135000
21/07/22 21.38,3,14407,537000
22/07/22 22.42,1,14408,151000
22/07/22 11.46,1,14409,53000
21/07/22 14.17,1,14410,96000
22/07/22 22.56,1,14411,159000
21/07/22 17.30,1,14412,94000
23/07/22 04.40,1,14413,123000
22/07/22 15.46,1,14414,16000
21/07/22 11.31,2,14415,261000
21/07/22 00.04,1,14416,125000
22/07/22 04.27,1,14417,95000
20/07/22 18.02,3,14418,406000
23/07/22 08.14,1,14419,80000
23/07/22 08.05,1,14420,26000
23/07/22 02.07,2,14421,138000
20/07/22 22.19,1,14422,62000
22/07/22 17.00,2,14423,240000
22/07/22 18.32,2,14424,138000
21/07/22 16.27,1,14425,128000
23/07/22 01.20,1,14426,62000
22/07/22 19.59,1,14427,71000
22/07/22 03.26,2,14428,111000
22/07/22 18.49,1,14429,103000
23/07/22 07.57,2,14430,169000
22/07/22 08.30,1,14431,24000
21/07/22 04.23,1,14432,43000
23/07/22 06.31,2,14433,164000
21/07/22 06.51,1,14434,60000
20/07/22 20.20,1,14435,83000
22/07/22 17.55,3,14436,714000
23/07/22 01.26,1,14437,16000
22/07/22 09.14,1,14438,69000
23/07/22 11.30,1,14439,84000
23/07/22 08.01,1,14440,55000
21/07/22 21.57,1,14441,71000
23/07/22 13.47,1,14442,20000
22/07/22 01.04,1,14443,54000
22/07/22 12.15,1,14444,60000
23/07/22 15.54,1,14445,75000
23/07/22 06.39,1,14446,95000
22/07/22 02.00,2,14447,195000
22/07/22 23.19,3,14448,524000
23/07/22 04.18,1,14449,51000
21/07/22 14.51,1,14450,123000
20/07/22 23.19,1,14451,102000
22/07/22 15.10,2,14452,207000
22/07/22 07.26,2,14453,72000
21/07/22 07.41,1,14454,63000
20/07/22 21.23,1,14455,113000
22/07/22 19.08,2,14456,155000
21/07/22 21.25,1,14457,125000
23/07/22 15.39,1,14458,152000
22/07/22 11.55,1,14459,108000
23/07/22 12.54,1,14460,75000
23/07/22 05.30,2,14461,144000
22/07/22 18.39,4,14462,1715000
21/07/22 07.45,1,14463,120000
20/07/22 20.06,1,14464,128000
23/07/22 09.27,2,14465,235000
23/07/22 13.42,1,14466,100000
23/07/22 07.14,1,14467,16000
22/07/22 08.59,3,14468,379000
21/07/22 14.11,1,14469,132000
23/07/22 04.14,1,14470,148000
21/07/22 00.23,1,14471,63000
23/07/22 04.52,1,14472,46000
22/07/22 06.40,1,14473,80000
21/07/22 18.55,2,14474,255000
22/07/22 13.24,1,14475,40000
23/07/22 05.30,1,14476,100000
21/07/22 07.57,1,14477,93000
22/07/22 06.14,1,14478,56000
23/07/22 15.59,2,14479,72000
22/07/22 13.04,1,14480,48000
22/07/22 15.18,1,14481,85000
23/07/22 20.23,1,14482,78000
22/07/22 22.55,1,14483,110000
21/07/22 18.50,1,14484,93000
23/07/22 23.17,1,14485,69000
23/07/22 15.10,1,14486,114000
22/07/22 20.47,1,14487,104000
24/07/22 05.24,1,14488,113000
23/07/22 10.54,2,14489,53000
22/07/22 20.50,1,14490,103000
24/07/22 03.26,1,14491,64000
23/07/22 12.00,2,14492,171000
23/07/22 03.22,2,14493,175000
21/07/22 17.39,1,14494,16000
23/07/22 13.39,2,14495,155000
23/07/22 10.17,2,14496,211000
22/07/22 17.20,1,14497,63000
23/07/22 01.00,1,14498,183000
22/07/22 20.13,1,14499,98000
21/07/22 13.11,1,14500,125000
21/07/22 14.53,1,14501,35000
24/07/22 05.43,1,14502,104000
23/07/22 20.05,1,14503,80000
23/07/22 17.04,1,14504,63000
23/07/22 20.09,1,14505,32000
23/07/22 17.06,5,14506,2721000
24/07/22 04.11,1,14507,48000
23/07/22 15.30,1,14508,110000
22/07/22 05.28,2,14509,128000
23/07/22 19.11,3,14510,504000
24/07/22 10.02,1,14511,51000
22/07/22 14.31,1,14512,53000
24/07/22 09.09,1,14513,20000
23/07/22 02.33,1,14514,32000
23/07/22 22.19,2,14515,141000
24/07/22 10.16,1,14516,141000
24/07/22 10.37,1,14517,86000
22/07/22 18.06,1,14518,71000
24/07/22 10.56,1,14519,56000
21/07/22 15.03,1,14520,82000
23/07/22 06.34,1,14521,58000
24/07/22 07.45,1,14522,78000
21/07/22 15.02,1,14523,92000
22/07/22 11.28,2,14524,201000
23/07/22 23.35,1,14525,44000
21/07/22 17.46,2,14526,180000
23/07/22 22.53,1,14527,115000
23/07/22 10.18,1,14528,27000
24/07/22 00.01,1,14529,133000
24/07/22 01.41,1,14530,100000
21/07/22 21.30,1,14531,75000
23/07/22 23.28,1,14532,75000
23/07/22 21.42,1,14533,78000
23/07/22 12.24,1,14534,85000
21/07/22 22.59,3,14535,486000
24/07/22 03.48,3,14536,495000
22/07/22 20.16,3,14537,438000
23/07/22 01.06,1,14538,125000
24/07/22 03.25,1,14539,72000
23/07/22 22.51,1,14540,118000
23/07/22 03.12,1,14541,77000
23/07/22 21.13,2,14542,180000
23/07/22 23.44,1,14543,121000
24/07/22 12.48,1,14544,78000
23/07/22 23.22,2,14545,99000
24/07/22 04.01,1,14546,43000
22/07/22 00.55,1,14547,81000
23/07/22 21.09,1,14548,125000
22/07/22 20.16,1,14549,128000
23/07/22 16.33,2,14550,161000
23/07/22 21.12,1,14551,52000
24/07/22 10.26,1,14552,40000
22/07/22 09.49,1,14553,130000
24/07/22 09.25,1,14554,175000
22/07/22 07.55,1,14555,92000
22/07/22 13.15,2,14556,188000
23/07/22 20.14,1,14557,62000
23/07/22 17.37,1,14558,63000
24/07/22 00.16,1,14559,77000
24/07/22 03.15,1,14560,113000
23/07/22 21.04,1,14561,90000
22/07/22 18.35,2,14562,200000
24/07/22 06.10,1,14563,56000
23/07/22 23.31,1,14564,43000
22/07/22 10.11,2,14565,205000
22/07/22 22.31,1,14566,48000
23/07/22 10.20,2,14567,177000
24/07/22 00.20,1,14568,100000
24/07/22 14.30,1,14569,30000
24/07/22 16.11,1,14570,110000
23/07/22 05.47,1,14571,21000
24/07/22 10.26,2,14572,151000
22/07/22 18.30,2,14573,68000
24/07/22 19.08,2,14574,98000
22/07/22 03.00,1,14575,83000
23/07/22 08.37,1,14576,90000
23/07/22 20.30,1,14577,90000
23/07/22 09.37,1,14578,88000
24/07/22 00.05,4,14579,1830000
22/07/22 21.42,1,14580,83000
22/07/22 01.37,1,14581,85000
24/07/22 05.33,1,14582,83000
22/07/22 07.10,1,14583,110000
24/07/22 11.24,1,14584,180000
23/07/22 10.53,1,14585,70000
24/07/22 19.18,1,14586,100000
24/07/22 14.20,1,14587,40000
24/07/22 07.52,2,14588,174000
24/07/22 02.55,1,14589,75000
24/07/22 15.01,1,14590,41000
24/07/22 06.04,1,14591,140000
23/07/22 01.26,1,14592,43000
24/07/22 14.23,1,14593,8000
23/07/22 13.05,1,14594,154000
23/07/22 05.27,1,14595,56000
24/07/22 02.46,4,14596,1662000
24/07/22 16.07,3,14597,579000
23/07/22 10.24,2,14598,256000
23/07/22 22.21,1,14599,120000
24/07/22 07.22,3,14600,504000
25/07/22 00.07,1,14601,140000
24/07/22 06.40,2,14602,139000
23/07/22 05.16,3,14603,572000
24/07/22 04.38,2,14604,142000
23/07/22 12.20,1,14605,50000
24/07/22 14.34,4,14606,2112000
24/07/22 04.00,1,14607,10000
24/07/22 22.41,1,14608,128000
23/07/22 23.10,1,14609,80000
24/07/22 06.52,1,14610,98000
24/07/22 14.52,2,14611,202000
24/07/22 15.00,1,14612,180000
24/07/22 22.00,1,14613,70000
22/07/22 07.18,2,14614,119000
24/07/22 10.22,2,14615,201000
24/07/22 00.07,1,14616,46000
23/07/22 16.17,2,14617,196000
23/07/22 23.26,1,14618,110000
23/07/22 02.08,1,14619,88000
25/07/22 05.42,1,14620,128000
23/07/22 17.25,5,14621,2908000
23/07/22 23.12,1,14622,73000
24/07/22 15.48,1,14623,29000
24/07/22 00.25,2,14624,75000
25/07/22 06.39,1,14625,120000
24/07/22 15.19,1,14626,88000
22/07/22 21.04,1,14627,83000
24/07/22 14.43,2,14628,140000
24/07/22 13.53,1,14629,80000
24/07/22 15.18,1,14630,61000
22/07/22 16.14,1,14631,108000
25/07/22 08.21,1,14632,136000
24/07/22 01.10,1,14633,78000
24/07/22 14.24,1,14634,77000
25/07/22 05.51,1,14635,100000
25/07/22 09.20,4,14636,1546000
22/07/22 21.29,1,14637,48000
24/07/22 15.08,1,14638,53000
24/07/22 18.08,2,14639,159000
25/07/22 05.06,1,14640,96000
24/07/22 12.30,1,14641,133000
24/07/22 09.15,1,14642,55000
23/07/22 03.33,2,14643,250000
24/07/22 12.00,2,14644,270000
25/07/22 01.02,1,14645,75000
23/07/22 12.44,1,14646,123000
23/07/22 17.13,1,14647,61000
24/07/22 15.16,1,14648,75000
24/07/22 16.24,1,14649,83000
23/07/22 23.28,1,14650,78000
22/07/22 14.38,2,14651,121000
23/07/22 18.23,2,14652,167000
23/07/22 22.15,4,14653,2121000
23/07/22 20.46,1,14654,50000
23/07/22 21.58,1,14655,95000
24/07/22 04.15,1,14656,130000
22/07/22 22.08,1,14657,170000
23/07/22 20.20,1,14658,79000
23/07/22 09.15,2,14659,78000
25/07/22 12.07,1,14660,128000
23/07/22 23.42,2,14661,223000
24/07/22 20.53,1,14662,34000
23/07/22 02.35,1,14663,81000
24/07/22 13.48,1,14664,115000
23/07/22 11.19,1,14665,65000
24/07/22 05.39,1,14666,102000
24/07/22 09.47,1,14667,75000
23/07/22 15.41,1,14668,155000
24/07/22 02.06,1,14669,131000
23/07/22 19.29,1,14670,46000
22/07/22 22.33,1,14671,90000
23/07/22 15.58,1,14672,98000
25/07/22 06.30,1,14673,91000
23/07/22 10.03,3,14674,617000
25/07/22 11.27,1,14675,83000
24/07/22 01.18,4,14676,2047000
25/07/22 11.15,1,14677,120000
24/07/22 20.39,1,14678,36000
25/07/22 09.31,1,14679,74000
24/07/22 19.02,1,14680,133000
25/07/22 03.28,1,14681,130000
24/07/22 09.34,1,14682,165000
24/07/22 22.13,1,14683,10000
25/07/22 15.29,1,14684,8000
25/07/22 16.02,1,14685,60000
24/07/22 21.14,1,14686,81000
25/07/22 12.29,1,14687,28000
25/07/22 15.59,1,14688,105000
24/07/22 13.04,1,14689,128000
23/07/22 01.38,1,14690,100000
25/07/22 05.04,2,14691,161000
24/07/22 03.24,1,14692,110000
24/07/22 06.49,2,14693,168000
24/07/22 07.35,1,14694,80000
25/07/22 18.36,1,14695,91000
22/07/22 22.31,2,14696,114000
23/07/22 22.50,1,14697,133000
25/07/22 09.04,1,14698,170000
25/07/22 20.42,2,14699,248000
25/07/22 12.13,1,14700,43000
24/07/22 08.58,1,14701,57000
24/07/22 07.25,1,14702,140000
24/07/22 15.07,1,14703,100000
24/07/22 12.39,2,14704,205000
24/07/22 05.14,2,14705,184000
24/07/22 21.31,1,14706,60000
25/07/22 17.53,1,14707,54000
23/07/22 07.13,1,14708,98000
24/07/22 09.40,2,14709,226000
25/07/22 08.50,1,14710,96000
23/07/22 15.28,1,14711,77000
25/07/22 05.29,2,14712,161000
23/07/22 21.34,1,14713,64000
24/07/22 12.57,1,14714,146000
25/07/22 06.36,3,14715,438000
23/07/22 15.55,1,14716,133000
25/07/22 15.38,1,14717,30000
22/07/22 22.55,1,14718,109000
25/07/22 02.17,1,14719,120000
24/07/22 08.21,1,14720,155000
24/07/22 04.08,1,14721,40000
23/07/22 14.08,2,14722,192000
25/07/22 04.17,1,14723,54000
26/07/22 00.05,1,14724,55000
26/07/22 02.25,1,14725,146000
23/07/22 17.49,1,14726,75000
25/07/22 08.16,1,14727,83000
25/07/22 05.19,1,14728,113000
24/07/22 16.25,1,14729,78000
25/07/22 18.24,1,14730,88000
24/07/22 12.01,3,14731,552000
25/07/22 13.08,1,14732,78000
23/07/22 10.42,3,14733,470000
24/07/22 16.11,1,14734,105000
25/07/22 13.11,1,14735,128000
23/07/22 09.38,2,14736,184000
25/07/22 12.32,1,14737,54000
25/07/22 11.24,1,14738,110000
25/07/22 22.57,2,14739,161000
25/07/22 09.35,1,14740,75000
24/07/22 23.44,1,14741,35000
24/07/22 08.32,1,14742,140000
25/07/22 15.41,1,14743,102000
25/07/22 18.06,1,14744,103000
25/07/22 20.55,2,14745,154000
26/07/22 01.08,1,14746,125000
24/07/22 23.29,1,14747,65000
25/07/22 15.19,1,14748,104000
25/07/22 17.02,1,14749,51000
24/07/22 02.02,1,14750,43000
24/07/22 12.16,1,14751,155000
25/07/22 20.33,1,14752,123000
25/07/22 10.22,1,14753,98000
24/07/22 03.08,1,14754,100000
25/07/22 20.06,1,14755,36000
25/07/22 18.29,1,14756,80000
24/07/22 21.06,2,14757,214000
25/07/22 09.28,2,14758,115000
23/07/22 10.29,1,14759,125000
25/07/22 07.29,2,14760,150000
26/07/22 01.11,4,14761,1914000
25/07/22 13.06,4,14762,1651000
26/07/22 00.25,1,14763,73000
25/07/22 16.53,1,14764,175000
25/07/22 04.08,1,14765,53000
26/07/22 06.50,1,14766,21000
26/07/22 07.53,2,14767,156000
25/07/22 05.09,1,14768,155000
26/07/22 02.23,2,14769,141000
26/07/22 02.37,2,14770,182000
26/07/22 08.30,2,14771,110000
26/07/22 09.14,1,14772,79000
25/07/22 07.21,2,14773,122000
25/07/22 22.13,1,14774,38000
24/07/22 18.10,1,14775,101000
24/07/22 13.32,1,14776,72000
26/07/22 09.51,1,14777,135000
25/07/22 08.27,1,14778,18000
24/07/22 18.55,2,14779,135000
24/07/22 22.53,2,14780,164000
26/07/22 13.23,1,14781,83000
25/07/22 01.32,2,14782,131000
26/07/22 07.37,1,14783,62000
25/07/22 14.38,1,14784,123000
25/07/22 11.48,1,14785,75000
25/07/22 08.58,2,14786,137000
25/07/22 01.37,1,14787,76000
23/07/22 23.39,1,14788,81000
25/07/22 19.19,2,14789,142000
24/07/22 17.03,1,14790,88000
24/07/22 20.31,2,14791,212000
25/07/22 11.39,1,14792,97000
24/07/22 21.55,1,14793,64000
24/07/22 09.40,1,14794,120000
24/07/22 18.07,1,14795,141000
26/07/22 07.42,1,14796,110000
26/07/22 01.14,2,14797,131000
24/07/22 10.33,1,14798,29000
25/07/22 16.17,2,14799,171000
26/07/22 05.54,1,14800,128000
24/07/22 10.40,2,14801,91000
23/07/22 23.37,1,14802,50000
25/07/22 08.30,1,14803,92000
25/07/22 16.31,2,14804,158000
25/07/22 18.44,2,14805,157000
24/07/22 15.23,1,14806,125000
25/07/22 15.26,1,14807,83000
26/07/22 11.31,2,14808,190000
26/07/22 04.06,1,14809,67000
24/07/22 22.58,1,14810,95000
25/07/22 06.05,1,14811,95000
25/07/22 23.26,1,14812,51000
24/07/22 07.08,1,14813,170000
26/07/22 11.34,1,14814,110000
26/07/22 13.05,2,14815,215000
24/07/22 19.50,2,14816,181000
26/07/22 12.13,1,14817,100000
25/07/22 23.34,1,14818,83000
26/07/22 04.41,1,14819,165000
26/07/22 09.27,1,14820,83000
26/07/22 15.33,2,14821,325000
26/07/22 09.08,1,14822,86000
26/07/22 15.49,1,14823,74000
24/07/22 04.13,1,14824,83000
23/07/22 23.26,2,14825,107000
26/07/22 22.22,1,14826,110000
26/07/22 17.03,1,14827,43000
26/07/22 16.31,1,14828,76000
26/07/22 08.41,1,14829,95000
24/07/22 04.43,1,14830,43000
24/07/22 16.47,1,14831,138000
25/07/22 03.24,2,14832,97000
26/07/22 09.46,1,14833,35000
24/07/22 14.34,1,14834,125000
26/07/22 03.23,1,14835,118000
25/07/22 09.33,1,14836,43000
26/07/22 16.53,1,14837,99000
26/07/22 18.52,1,14838,75000
26/07/22 14.38,1,14839,120000
25/07/22 14.59,2,14840,98000
24/07/22 19.43,1,14841,140000
25/07/22 20.57,2,14842,182000
26/07/22 13.54,2,14843,215000
24/07/22 17.33,2,14844,114000
24/07/22 22.45,1,14845,60000
25/07/22 09.07,1,14846,123000
27/07/22 06.13,2,14847,214000
26/07/22 06.51,2,14848,137000
26/07/22 08.05,1,14849,180000
24/07/22 07.49,2,14850,238000
25/07/22 10.04,1,14851,105000
26/07/22 08.01,2,14852,260000
26/07/22 00.36,1,14853,120000
26/07/22 08.54,2,14854,245000
27/07/22 00.11,1,14855,80000
26/07/22 12.51,3,14856,505000
25/07/22 03.25,1,14857,51000
27/07/22 03.58,2,14858,203000
26/07/22 01.08,1,14859,51000
26/07/22 20.25,1,14860,91000
25/07/22 18.28,1,14861,83000
26/07/22 23.53,1,14862,130000
25/07/22 18.28,3,14863,951000
25/07/22 17.36,2,14864,202000
26/07/22 12.21,1,14865,115000
27/07/22 02.25,1,14866,36000
27/07/22 08.35,1,14867,70000
26/07/22 23.51,1,14868,83000
26/07/22 15.55,1,14869,40000
25/07/22 20.13,3,14870,434000
25/07/22 09.36,1,14871,101000
27/07/22 05.01,1,14872,43000
25/07/22 20.13,1,14873,82000
25/07/22 12.10,2,14874,172000
24/07/22 19.31,1,14875,53000
26/07/22 08.21,1,14876,113000
26/07/22 18.32,1,14877,57000
26/07/22 08.51,2,14878,310000
